2024-10-12 16:07:44,溫度,27.0444
2024-10-12 16:08:02,溫度,26.57626
2024-10-12 16:08:22,溫度,27.0444
2024-10-12 16:08:26,溫度,26.57626
2024-10-12 16:08:28,溫度,27.0444
2024-10-12 16:09:22,溫度,27.51254
2024-10-12 16:09:24,溫度,27.0444
2024-10-12 16:09:58,溫度,27.51254
2024-10-12 16:10:02,溫度,27.0444
2024-10-12 16:10:14,溫度,27.51254
2024-10-12 16:10:16,溫度,27.0444
2024-10-12 16:10:24,溫度,27.51254
2024-10-12 16:10:26,溫度,27.0444
2024-10-12 16:11:07,溫度,26.57626
2024-10-12 16:11:14,溫度,27.0444
2024-10-12 16:11:22,溫度,26.57626
2024-10-12 16:11:26,溫度,27.0444
2024-10-12 16:12:26,溫度,27.51254
2024-10-12 16:12:28,溫度,27.0444
2024-10-12 16:12:36,溫度,27.51254
2024-10-12 16:12:38,溫度,27.0444
2024-10-12 16:12:56,溫度,27.51254
2024-10-12 16:12:58,溫度,27.0444
2024-10-12 16:13:44,溫度,26.57626
2024-10-12 16:13:46,溫度,27.0444
2024-10-12 16:13:52,溫度,26.57626
2024-10-12 16:13:54,溫度,27.0444
2024-10-12 16:14:12,溫度,27.51254
2024-10-12 16:14:14,溫度,27.0444
2024-10-12 16:15:01,溫度,27.51254
2024-10-12 16:15:03,溫度,27.0444
2024-10-12 16:15:21,溫度,27.51254
2024-10-12 16:15:23,溫度,27.0444
2024-10-12 16:15:59,溫度,27.51254
2024-10-12 16:16:03,溫度,27.0444
2024-10-12 16:16:05,溫度,27.51254
2024-10-12 16:16:07,溫度,27.0444
2024-10-12 16:16:11,溫度,27.51254
2024-10-12 16:16:21,溫度,27.0444
2024-10-12 16:16:29,溫度,27.51254
